region,kommune,kommune_kode,afstemningsområde,afstemningsområde_dagi_id,frigivelsestidspunkt,godkendelsestidspunkt,resultat_art,total_gyldige_stemmer,total_afgivne_stemmer,kandidat,kandidat_id,parti,parti_id,parti_bogstav,stemmer
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Adnan Nikontovic, Horsens",df80e464-5244-4831-a28c-e6f4d9aca21a,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Martin Vestergaard, Christiansbjerg",04aec213-df48-49ff-b253-cdd77bd8f3bd,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Carina Sarkkinen Jacobsen, Hedensted",a8fc6a82-dd4f-4689-ad24-e67922e3ff9f,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Jytte Søgård Mikkelsen, Herning",1fc5567c-a0e7-4dc3-94e9-e73d0ce98462,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Thue Grum-Schwensen, Skive",e918d9fb-ab4c-47ef-87c1-f00f855c488c,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Sander Jensen, Aarhus",b04a5607-fa6d-47cf-9abb-3be716e7f2ae,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Aksel Munch Søndergaard, Aarhus V",1f8dec7c-3fa3-45ad-a476-aafe60b10283,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,2
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Mogens Bedsted, Odder",a919c84e-e5f6-42d6-99f3-19d36f48d70c,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Ronny Roy Nielsen, Hedensted Kommune",0d7332e2-c0d9-46db-88dc-2552c7d4d85b,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Jacob Klærke, Horsens",f9203c90-3efa-4e1a-88cd-721c34045ee7,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,17
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Jakob Fuglsang Andersen, Aarhus",61c505c0-1a34-47ee-93f5-9ec584548e01,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,14
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Susanne Buch, Favrskov",4278b2f3-9c21-4d71-aeae-a2111e59e030,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,26
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Peter Nowack, Herning",ef3054c4-7fd4-4e5f-bf0f-7b4b58484efa,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Rasmus T. Mortensen, Aarhus",3a4dcf6e-7642-42ad-a1f1-743581fb93e2,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Kasper Venning, Viborg",bb3c3864-9b48-40d4-950a-c79235de1e94,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Bente Strager, Skanderborg",7673262c-67f3-402f-8491-96de876ae827,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,3
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Kasper Vindbjerg, Norddjurs",62380afe-bc0d-4974-8bde-ed61556af16d,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Majbritt Birkholm, Holstebro",e8ed9291-068d-4496-9536-056cf5ddbe9f,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,4
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Peter Mousten, Skive",f8de5da2-4619-4af4-bc36-231b7e558c3f,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Frank Rune Kristensen Nielsen, Skanderborg",599d1e3d-9a66-4ce9-b765-95b06c026849,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Jesper Flensted, Hedensted",4ccc250f-0310-46ed-8460-37b920c996b6,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Tina Ostersen, Brande",7be90328-2756-4f37-b3ff-02a7687b08a4,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Jensi Tharsika Thangarajah, Aarhus",aac9c0c0-c9da-4275-bda8-eaebdc7f00bb,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Thomas Kastrup Christensen, Aarhus",0df25ad9-56d5-4e94-9b74-5a7679a3b35f,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Knud Nielsen, Herning",637921c2-fa04-44d4-9937-72247842d22f,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Jens Kannegaard Lundager, Djursland",477e7cd8-8d22-401b-bc04-974435b0b0cd,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,17
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Finn Brostrup, Ikast-Brande",88ded0db-a205-4107-b6ee-427b46589f9a,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Lone Langballe, Viborg",6e6b9919-4927-4a2e-ba27-82958c06fa16,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Henrik Ræder Clausen, Aarhus",5e8b7ef4-9bde-43ba-82aa-d92976d6bec6,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Tenna Røberg, Aarhus",82617475-be12-4f2b-9f6e-008789cec35d,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,4
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Beatrice W. Korsholm, Horsens",5ed39be4-527a-4ba0-b958-244cdaea304c,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Søren Boel Olesen, Holstebro",3cb416f4-564c-4b9f-9dc3-b5b291e8b1ba,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Charlotte Aaby, Silkeborg",e22f59bb-4038-41b6-a2b4-e795a2afee7b,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Nicolai Estrup, Randers",9a47fbda-2959-42da-b4d3-c52f6910f159,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,4
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Thomas Hammer-Jakobsen, Odder Kommune",55fe8425-fe08-4ce0-b135-a57c9c2e6b63,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Niels Voetmann Jepsen, Horsens Kommune",35745006-8079-4a58-91a3-4293ea4a56d7,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Bjarke Jensen, Syddjurs Kommune",3460f03a-1942-407b-9ed6-0debda98b119,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,16
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Steen Jonsson Agger, Aarhus Kommune",79921462-73a5-4adc-8a3a-84e80545480b,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Rikke Christensen, Horsens Kommune",ef3e684a-89f2-4a67-adf4-dcef78f75471,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Mia Nybo, Favrskov Kommune",bde7efa0-38ee-456d-929f-805afbed87d8,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,2
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Mathias Sikora, Aarhus Kommune",77e4e833-f5eb-4544-9325-457e0d1236de,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,1
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Morten Junget, Silkeborg Kommune",58ac9ef7-4284-4c28-b7c8-013425b16b99,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Hanne Roed, Aarhus",83382e2a-27a3-4f4f-9aee-d33333b4910d,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,14
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Rasmus Bergholdt, Skanderborg Kommune",ce26094c-9881-4630-9044-1dc99407e989,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Philip Vivet, Herning Kommune",54d51c51-48ea-4e04-a1a8-446409fe0d8b,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Rasmus Gamst Beltofte, Holstebro Kommune",adc4672e-515a-4738-a3a7-1d5566aef665,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Lone Kjær Hein, Holstebro Kommune",6ff0eef0-3205-4cb5-914f-36aa37e557eb,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,2
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Claus Pedersen, Ringkøbing-Skjern Kommune",43e1bab0-b132-4cea-ae85-278307d9e156,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,0
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Søren Mikkelsen, Randers Kommune",1270898e-c35d-4402-ac75-e79ba1616365,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,2
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Marianne Tøttrup, Viborg Kommune",d9f70ce8-0b25-426a-a246-155fad3fb626,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,3
Midtjylland,Syddjurs Kommune,706,Mols,703350,2025-11-18 23:16:41,,Fintælling,2428,2543,"Kasper Humle, Lemvig Kommune",c6a3dd9e-84a5-4fec-89ff-22c214c4a3da,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,6
